魚の名前,英名,保存した画像ファイル名,分類,解説,image2,image3
ルリホシスズメダイ,Jewel damsel,rurihoshisuzumedai4.jpg,スズメダイ科,"全長：12cm
生息：サンゴ礁域。
分布：琉球列島、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",rurihoshisuzumedai5.jpg,rurihoshisuzumedai6.jpg
クロリボンスズメダイ,Regal demoiselle,kuroribonsuzumedai3.jpg,スズメダイ科,"全長：8cm
生息：浅い砂底にある岩礁、サンゴ付近。
分布：宮古島以南、インドから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",kuroribonsuzumedai1.jpg,kuroribonsuzumedai2.jpg
アツクチスズメダイ,Big-lip damsel,atsukuchisuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：浅いサンゴ礁、岩礁域。
分布：インドネシア、フィリピンからバヌアツまで。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
モルディブダムゼルフィッシュ,Maldives damselfish,maldivesdamselfish2.jpg,スズメダイ科,"全長：10cm
分布：紅海、インド洋
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
ペイルダムゼルフィッシュなどほかの名前で呼ばれることも。",maldivesdamselfish1.jpg,欠損
ローランドデモワゼル,Rolland's demoiselle,rollandsdemoiselle1.jpg,スズメダイ科,"全長：5cm
生息：サンゴ礁域。
分布：南シナ海、西太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",rollandsdemoiselle4.jpg,rollandsdemoiselle7.jpg
ヤノリボンスズメダイ,Silver demoiselle,yanoribonsuzumedai1.jpg,スズメダイ科,"全長：5cm
生息：浅いサンゴ礁、岩礁域。
分布：八重山諸島、西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ハーフアンドハーフクロミス,Half-and-half chromis,halfandhalfchromis2.jpg,スズメダイ科,"全長：4cm
生息：潮通しのよいサンゴ礁周囲。
分布：グレートバリアリーフからニューカレドニア、西部太平洋
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★★☆☆",halfandhalfchromis1.jpg,欠損
シチセンスズメダイ,Banded sergeant,shichisensuzumedai1.jpg,スズメダイ科,"全長：16cm
生息：浅いサンゴ礁、岩礁域。
分布：八丈島以南、東アフリカから西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
フチドリスズメダイ,Pacific gregory,fuchidorisuzumedai1.jpg,スズメダイ科,"全長：14cm
生息：浅いサンゴ礁域。
分布：小笠原諸島、琉球列島、西太平洋。
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
イチモンスズメダイ,Onespot demoiselle,ichimonjisuzumedai2.jpg,スズメダイ科,"全長：8cm
分布：西太平洋、紅海、インド洋
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
水深３ｍ以浅の沿岸に生息する。",ichimonjisuzumedai1.jpg,ichimonjisuzumedai3.jpg
スプリンガーズデモワゼル,Springer's demoiselle,springersdemoiselle3.jpg,スズメダイ科,"全長：6cm
生息：浅いサンゴ礁、岩礁域。
分布：インドネシア、フィリピンなど。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",springersdemoiselle2.jpg,springersdemoiselle1.jpg
ニセネッタイスズメダイ,Ambon damsel,nisenettaisuzumedai1.jpg,スズメダイ科,"全長：9cm
生息：サンゴ礁域。
分布：琉球列島、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",nisenettaisuzumedai2.jpg,nisenettaisuzumedai3.jpg
チョコレートディップクロミス,Chocolatedip chromis,chocolatedipchromis1.jpg,スズメダイ科,"全長：6cm
分布：紅海、インド洋
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
シコクスズメダイやハーフアンドハーフクロミスに似ていて、撮影地情報が無いと区別するのは難しい。",欠損,欠損
クロメガネスズメダイ,Princess damsel,kuromeganesuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域。
分布：三宅島以南、西太平洋。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆
尾部が白くない事でメガネスズメダイと区別できる。",kuromeganesuzumedai2.jpg,kuromeganesuzumedai9.jpg
フィリピンスズメダイ,Philippine damsel,philippinesuzumedai1.jpg,スズメダイ科,"全長：12cm
生息：浅いサンゴ礁域。
分布：琉球列島、西太平洋。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",philippinesuzumedai6.jpg,philippinesuzumedai4.jpg
スリースポットダムゼルフィッシュ,Threespot damselfish,threespotdamselfish1.jpg,スズメダイ科,"全長：12cm
分布：西部大西洋、カリブ海
レア度：★★★☆☆
人気：★★★★☆

写真映え：★★★★☆

幼魚は黄色が鮮やかで、成魚は黒ずんだ色をしている。",threespotdamselfish2.jpg,threespotdamselfish3.jpg
セナキルリスズメダイ,Starck's demoiselle,senakirurisuzumedai6.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁、岩礁域に生息する。水深
2～60m。
分布：伊豆半島以南、西太平洋。
レア度：★★★★☆

人気：★★★★☆

撮り易さ：★★☆☆☆",senakirurisuzumedai5.jpg,senakirurisuzumedai3.jpg
ブルーアンドイエロークロミス,Blue and yellow chromis,blueandyellowchromis1.jpg,スズメダイ科,"全長：10cm
分布：東部太平洋
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
コルテス海に多く見られた。１０ｃｍほどの成体でも青と黄色が鮮やか。写真も撮りやすい。",blueandyellowchromis2.jpg,blueandyellowchromis3.jpg
ニセクラカオスズメダイ,Ternate damsel,nisekurakaosuzumedai2.jpg,スズメダイ科,"全長：12cm
生息：浅いサンゴ礁域。
分布：琉球列島、西部太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",nisekurakaosuzumedai1.jpg,欠損
パナミックサージェントメジャー,Panamic Sergeant Major,panamicsergeantmajor1.jpg,スズメダイ科,"全長：18cm
分布：東部太平洋
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
オヤビッチャに似ているが、本種は黒帯の位置が若干異なる。",欠損,欠損
オレンジフィンアネモネフィッシュ,Orange-finned anemonefish,orangefinanemonefish1.jpg,スズメダイ科,"全長：16cm
生息：岩礁帯のイソギンチャクと共生している。水深
2～20m。
分布：ミクロネシアやグレートバリアリーフなど。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆
クマノミに似るが本種は黄色いヒレと細い白帯が特徴である。",orangefinanemonefish2.jpg,orangefinanemonefish3.jpg
イエローテイルダムゼルフィッシュ,Yellowtail damselfish,yellowtaildamselfish2.jpg,スズメダイ科,"全長：18cm
分布：西大西洋、カリブ海
レア度：★★★☆☆
人気：★★★★☆

写真映え：★★★★☆

水深10m以浅の岩礁域にすむ。",yellowtaildamselfish1.jpg,欠損
ミヤコキセンスズメダイ,Surge demoiselle,miyakokisensuzumedai4.jpg,スズメダイ科,"全長：7cm
生息：浅いサンゴ礁、岩礁域。
分布：千葉県以南、インドから西太平洋。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★☆☆☆",miyakokisensuzumedai2.jpg,miyakokisensuzumedai1.jpg
イエローサイドダムゼルフィッシュ,Yellow-side Damselfish,yellowsidedamselfish1.jpg,スズメダイ科,"全長：10cm
分布：紅海、アデン湾
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
隠れる場所のあるサンゴ礁域に生息する。",欠損,欠損
シリキルリスズメダイ,Goldtail demoiselle,shirikirurisuzumedai3.jpg,スズメダイ科,"全長：7cm
分布：琉球列島、西太平洋。
レア度：★★★☆☆
人気：★★★☆☆
写真映え：★★★☆☆
枝サンゴの周囲。",shirikirurisuzumedai2.jpg,shirikirurisuzumedai1.jpg
ハワイアンバイカラークロミス,Hawaian bicolor chromis,hawaianbicolorchromis1.jpg,スズメダイ科,"全長：6cm
分布：ハワイ固有種
レア度：★★★★☆

人気：★★★☆☆
写真映え：★★★☆☆
ハワイ固有種のスズメダイ。ハワイでは頻繁に見られる。",欠損,欠損
シザーテールクロミス,Scissortail damselfish,scissortaildamselfish1.jpg,スズメダイ科,"全長：6cm
分布：東部太平洋
レア度：★★★☆☆
人気：★★☆☆☆
写真映え：★★☆☆☆
コルテス海では多くが群れていた。",scissortaildamselfish2.jpg,欠損
ニセモンツキスズメダイ,Blackmargined damsel,nisemontsukisuzumedai1.jpg,スズメダイ科,"全長：8cm
生息：サンゴ礁域。
分布：琉球列島、西太平洋。
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",nisemontsukisuzumedai2.jpg,nisemontsukisuzumedai4.jpg
スパインチークアネモネフィッシュ,Spinecheek anemonefish,spinecheekanemonefish2.jpg,スズメダイ科,"全長：16cm
生息：岩礁帯のイソギンチャクと共生している。水深
2～18m。
分布：インドネシア、フィリピンからバヌアツまで。日本には生息していない。
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★☆☆",spinecheekanemonefish3.jpg,spinecheekanemonefish4.jpg
ブラックバンデッドデモワゼル,Black-banded demoiselle,blackbandeddemoiselle1.jpg,スズメダイ科,"全長：6cm
生息：浅いサンゴ礁、砂礫域。
分布：静岡県以南、西太平洋に分布する。
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
バリアリーフアネモネフィッシュ,Barrierreef anemonefish,barrierreefanemonefish2.jpg,スズメダイ科,"全長：9cm
生息：岩礁帯のイソギンチャクと共生している。
分布：グレートバリアリーフ、ニューカレドニア
レア度：★★★★☆

人気：★★★☆☆
撮り易さ：★★★☆☆",barrierreefanemonefish3.jpg,barrierreefanemonefish1.jpg
レッドアンドブラックアネモネフィッシュ,Red-and-black anemonefish,redandblackanemonefish2.jpg,スズメダイ科,"全長：14cm
生息：岩礁帯のイソギンチャクと共生している。水深
2～10m。
分布：インドネシア、フィリピンからグレートバリアリーフ
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆
ダスキーアネモネフィッシュの地理的色彩変異とされている。",redandblackanemonefish1.jpg,欠損
ミツボシクロスズメダイ,Threespot dascyllus,mitsuboshikurosuzumedai1.jpg,スズメダイ科,"全長：15cm
生息：岩礁域の底層。イソギンチャクと共生する。
分布：伊豆半島以南、西太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",mitsuboshikurosuzumedai7.jpg,mitsuboshikurosuzumedai6.jpg
ルリメイシガキスズメダイ,Johnston damsel,rurimeishigakisuzumedai1.jpg,スズメダイ科,"全長：10cm
生息：サンゴ礁域。
分布：琉球列島、インド洋から太平洋。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",rurimeishigakisuzumedai3.jpg,rurimeishigakisuzumedai2.jpg
ミスジリュウキュウスズメダイ,Whitetail dascyllus,misujiryuukyuusuzumedai4.jpg,スズメダイ科,"全長：8cm
生息：枝サンゴの周囲に群生する。
分布：和歌山県以南、インド洋から太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",misujiryuukyuusuzumedai3.jpg,misujiryuukyuusuzumedai1.jpg
フタスジリュウキュウスズメダイ,Reticulate dascyllus,futasujiryuukyuusuzumedai6.jpg,スズメダイ科,"全長：8cm
生息：枝サンゴの周囲に群生する。
分布：伊豆半島以南、インド洋から太平洋。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",futasujiryuukyuusuzumedai1.jpg,futasujiryuukyuusuzumedai5.jpg
マダイ,Red seabream,madai1.jpg,タイ科,"全長：100cm
生息：岩礁域や砂礫底域
分布：日本各地、東シナ海、南シナ海など
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆
日本では、魚の王様として古来より重宝されてきた魚である。",madai2.jpg,madai3.jpg
クロダイ,Japanese black porgy,kurodai3.jpg,タイ科,"全長：60cm
生息：内湾や河口、浅い岩礁域、砂底域
分布：北海道から九州、朝鮮半島など
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆
釣りの対象魚としておなじみのクロダイ。釣るよりダイビングで見る方が簡単かも。",kurodai1.jpg,kurodai2.jpg
ソーサーアイポーギー,Saucereye porgy,saucereyeporgy1.jpg,タイ科,"全長：35cm
生息：岩礁域や砂礫底域
分布：カリブ海、西大西洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",欠損,欠損
タカベ,Yellowstriped knifefish,takabe3.jpg,タカベ科,"全長：25cm
生息：沿岸の岩礁域に生息する。
分布：千葉県から九州に分布する。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",takabe2.jpg,takabe1.jpg
ミギマキ,Redlip morwong,migimaki5.jpg,タカノホダイ科,"全長：35cm
生息：沿岸の岩礁帯に生息する。
分布：相模湾以南の南日本に分布する。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",migimaki1.jpg,migimaki4.jpg
タカノハダイ,Spottedtail morwong,takanohadai4.jpg,タカノホダイ科,"全長：45cm
生息：沿岸の岩礁帯に生息する。
分布：関東以南の南日本、東シナ海、黄海に分布する。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",takanohadai1.jpg,takanohadai3.jpg
タカサゴ,Double-lined fusilier,takasago1.jpg,タカサゴ科,"全長：30cm
生息：沿岸の岩礁、サンゴ礁周辺
分布：奄美大島以南、インドから西太平洋
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆
沖縄県の県魚に指定されている。",欠損,欠損
ササムロ,Scissortail fusilier,sasamuro2.jpg,タカサゴ科,"全長：35cm
生息：沿岸の岩礁、サンゴ礁周辺に大きな群れを形成する。
分布：奄美大島以南、インドから西太平洋
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",sasamuro3.jpg,sasamuro5.jpg
